,Date,Price,High,Low,Close,Volume,Adj Close
424,2021-05-31,118.72,119.95,116.48,119.68,87666000,119.68
425,2021-06-07,119.47,122.09,119.05,121.51,114164000,121.51
426,2021-06-14,121.61,122.78,119.47,120.11,142090000,120.11
427,2021-06-21,120.5,123.1,119.9,122.51,124908000,122.51
428,2021-06-28,122.68,125.4,121.35,125.26,120200000,125.26
429,2021-07-05,125.65,127.28,124.02,125.52,92886000,125.52
430,2021-07-12,126.18,129.33,125.61,126.97,105292000,126.97
431,2021-07-19,126.09,133.4,123.5,133.01,130834000,133.01
432,2021-07-26,133.33,138.3,130.1,134.73,237704000,134.73
433,2021-08-02,135.12,136.47,133.32,135.74,100430000,135.74
434,2021-08-09,135.94,137.86,135.34,137.73,84980000,137.73
435,2021-08-16,137.52,138.36,134.25,137.43,116334000,137.43
436,2021-08-23,137.97,144.51,137.61,144,112960000,144
437,2021-08-30,144.4,146.25,142.4,143.74,121010000,143.74
438,2021-09-06,143.83,144.72,140.74,140.88,90622000,140.88
439,2021-09-13,141.95,144.45,140.47,140.8,148750000,140.8
440,2021-09-20,138.16,142.33,136.32,142.21,140842000,142.21
441,2021-09-27,140.8,141.94,133.56,136.54,171858000,136.54
442,2021-10-04,135.96,140.33,131.05,139.79,159606000,139.79
443,2021-10-11,139.29,141.72,135.76,141.37,136108000,141.37
444,2021-10-18,141.08,143.66,136.06,137.57,140728000,137.57
445,2021-10-25,137.55,148.65,135.42,148.05,248956000,148.05
446,2021-11-01,148.05,150.33,143.23,148.85,184666000,148.85
447,2021-11-08,149.82,150.62,144.54,148.68,111430000,148.68
448,2021-11-15,148.9,150.97,147.24,148.93,131296000,148.93
449,2021-11-22,149.33,149.83,141.84,142.18,106322000,142.18
450,2021-11-29,144,146.3,140.21,142,179108000,142
451,2021-12-06,143.04,149.1,140.15,148,134856000,148
452,2021-12-13,147.78,147.97,141.21,141.73,185952000,141.73
453,2021-12-20,140,148.24,139.32,146.92,108654000,146.92
454,2021-12-27,147.26,148.34,144.85,144.85,85788000,144.85
455,2022-01-03,145.05,146.49,135.77,137.02,178772000,137.02
456,2022-01-10,135.08,142.85,133.16,139.48,160344000,139.48
457,2022-01-17,136.18,137.96,130.09,130.35,149080000,130.35
458,2022-01-24,125.98,133.36,124.5,133.35,239024000,133.35
459,2022-01-31,134.16,151.55,132.21,143.29,361346000,143.29
460,2022-02-07,144.25,144.25,133.4,134.28,228690000,134.28
461,2022-02-14,133.26,138.11,130.2,130.4,170574000,130.4
462,2022-02-21,129.84,135.27,124.95,134.46,168638000,134.46
463,2022-02-28,133.05,136.44,130.34,131.91,143914000,131.91
464,2022-03-07,131.49,133.8,125.67,129.87,181194000,129.87
465,2022-03-14,130.25,136.24,125.28,136.13,178138000,136.13
466,2022-03-21,136.16,142.04,134.09,141.67,138004000,141.67
467,2022-03-28,140.9,143.79,138.31,140.15,152718000,140.15
468,2022-04-04,140.36,143.71,132.97,133.29,131204000,133.29
469,2022-04-11,131.82,132.09,126.6,126.73,129120000,126.73
470,2022-04-18,127,131.4,118.93,119.64,172324000,119.64
471,2022-04-25,119.1,123.28,112.74,114.11,302562000,114.11
472,2022-05-02,113.4,122.85,112.6,115.75,195968000,115.75
473,2022-05-09,113.25,117.88,109.82,116.05,207110000,116.05
474,2022-05-16,114.96,116.9,105.8,108.91,167276000,108.91
475,2022-05-23,109.59,112.32,101.88,112.32,230084000,112.32
476,2022-05-30,112.75,117.9,112.08,114.54,150746000,114.54
477,2022-06-06,116.7,119.35,110.37,111.16,158490000,111.16
478,2022-06-13,106.79,111.42,105.05,107.14,223716000,107.14
479,2022-06-20,108.93,118.08,108.6,117.97,147716000,117.97
480,2022-06-27,118.27,118.58,106.73,108.74,175574000,108.74
481,2022-07-04,107.1,119.68,105.73,119.35,155948000,119.35
482,2022-07-11,118,118,108.37,111.78,188652000,111.78
483,2022-07-18,112.64,115.4,106.5,107.9,196873300,107.9
484,2022-07-25,108.41,116.71,104.07,116.32,212580400,116.32
485,2022-08-01,115.3,118.78,113.72,117.47,115531700,117.47
486,2022-08-08,118.39,121.68,115.71,121.68,112545200,121.68
487,2022-08-15,121.13,122.43,116.76,117.21,101180200,117.21
488,2022-08-22,115.2,116.72,110.19,110.34,109264100,110.34
489,2022-08-29,109.99,110.95,107.26,107.85,129853100,107.85
490,2022-09-05,107.3,110.99,105.78,110.65,95671300,110.65
491,2022-09-12,110.99,111.62,100.94,102.8,164520300,102.8
492,2022-09-19,101.75,103.33,97.47,98.74,146965200,98.74
493,2022-09-26,98.1,100.7,95.56,95.65,153600500,95.65
494,2022-10-03,96.76,102.93,96.52,98.68,128836500,98.68
495,2022-10-10,99,100.69,94.38,96.56,126593800,96.56
496,2022-10-17,98.86,103.47,97.72,101.13,134072900,101.13
497,2022-10-24,101.8,104.82,91.8,96.29,260310100,96.29
498,2022-10-31,95.42,96.03,83.34,86.58,248287600,86.58
499,2022-11-07,87.28,96.93,86.85,96.41,180987600,96.41
500,2022-11-14,95.09,100.14,94.51,97.43,155320400,97.43
501,2022-11-21,97.29,98.76,94.05,97.46,73655400,97.46
502,2022-11-28,97.04,102.25,94.11,100.44,140114500,100.44
503,2022-12-05,99.4,101.38,92.75,92.83,140799900,92.83
504,2022-12-12,92.71,99.53,89.52,90.26,196866100,90.26
505,2022-12-19,90.26,90.56,86.32,89.23,128353700,89.23
506,2022-12-26,88.8,88.94,85.94,88.23,86940300,88.23
507,2023-01-02,89.59,91.05,84.86,87.34,131561900,87.34
508,2023-01-09,88.36,92.19,85.83,92.12,142921000,92.12
509,2023-01-16,92.06,98.3,90.05,98.02,161910600,98.02
510,2023-01-23,97.95,100.32,93.76,99.37,179407400,99.37
511,2023-01-30,97.48,107.85,96.4,104.78,227821100,104.78
512,2023-02-06,102.4,108.18,93.63,94.57,350189000,94.57
513,2023-02-13,94.74,97.68,92.26,94.35,231717900,94.35
514,2023-02-20,93,93.1,88.58,89.13,142304800,89.13
515,2023-02-27,89.87,93.73,89.32,93.65,156120000,93.65
516,2023-03-06,94.02,95.97,90.4,90.63,159332600,90.63
517,2023-03-13,90.09,102.84,89.42,101.62,250528400,101.62
518,2023-03-20,100.12,106.59,99.87,105.44,189706900,105.44
519,2023-03-27,104.62,104.76,99.74,103.73,161867800,103.73
