Date,USD,EUR,GBP,INR,AED,CNY
1995-06-05,383.25,287.11,240.34,12032.13,1407.56,3180.9
1995-06-06,384.2,290.11,241.96,12061.95,1411.05,3189.01
1995-06-07,385.9,290.23,242.4,12119.56,1417.37,3202.31
1995-06-08,385.05,291.59,242.43,12093.83,1413.9,3194.6
1995-06-09,386.4,288.51,241.66,12138.74,1419.25,3207.12
1995-06-12,387.5,291.13,242.73,12172.15,1423.21,3216.56
1995-06-13,387.0,291.22,242.69,12149.86,1421.3,3212.22
1995-06-14,387.75,289.53,240.86,12174.37,1424.13,3218.32
1995-06-15,388.5,292.75,243.5,12197.34,1426.92,3225.29
1995-06-16,391.3,293.25,243.35,12284.85,1437.2,3247.94
1995-06-19,390.5,292.49,244.28,12260.52,1434.31,3241.23
1995-06-20,390.75,291.18,243.69,12267.59,1435.19,3243.22
1995-06-21,390.7,290.96,243.5,12260.16,1434.96,3243.16
1995-06-22,389.65,288.51,242.5,12224.09,1431.14,3234.8
1995-06-23,389.2,288.36,242.64,12209.0,1429.49,3230.94
1995-06-26,389.0,289.94,245.57,12203.7,1428.6,3229.21
1995-06-27,389.4,288.53,245.86,12215.47,1430.23,3232.29
1995-06-28,388.25,288.66,245.55,12189.5,1425.93,3222.75
1995-06-29,387.3,287.9,243.81,12147.65,1422.47,3215.01
1995-06-30,387.05,287.07,243.29,12153.36,1421.56,3212.94
1995-07-03,384.5,283.73,240.43,12067.52,1412.19,3191.62
1995-07-04,384.75,284.38,241.23,12069.03,1413.11,3193.62
1995-07-05,384.25,284.11,241.39,12053.35,1411.2,3189.31
1995-07-06,384.15,283.74,240.3,12050.21,1410.91,3188.44
1995-07-07,385.75,286.31,242.09,12105.6,1416.78,3201.72
1995-07-10,385.8,287.15,242.79,12102.34,1416.89,3203.03
1995-07-11,384.75,286.64,242.13,12074.22,1413.19,3194.19
1995-07-12,386.7,288.55,242.97,12129.8,1420.27,3210.27
1995-07-13,389.2,288.16,243.38,12209.0,1429.45,3230.9
1995-07-14,388.4,287.57,243.42,12183.13,1426.51,3224.15
1995-07-17,388.4,288.23,243.66,12183.52,1426.55,3224.07
1995-07-18,389.6,288.06,244.1,12223.7,1430.92,3234.18
1995-07-19,390.45,288.95,244.64,12248.21,1434.01,3241.16
1995-07-20,386.85,284.02,241.89,12135.28,1420.82,3211.01
1995-07-21,385.95,284.49,242.19,12107.05,1417.52,3203.46
1995-07-24,386.65,284.44,242.06,12131.14,1420.16,3209.35
1995-07-25,386.7,286.05,243.54,12132.52,1420.27,3209.73
1995-07-26,386.0,283.7,241.8,12114.03,1417.58,3203.88
1995-07-27,385.7,283.78,241.7,12104.03,1416.6,3201.39
1995-07-28,383.0,280.13,239.09,12022.37,1406.68,3179.01
1995-07-31,383.35,280.74,239.58,12042.93,1408.04,3181.92
1995-08-01,382.85,280.14,239.47,12027.22,1406.17,3177.65
1995-08-02,382.65,282.57,239.15,12019.03,1405.28,3176.07
1995-08-03,384.0,282.1,239.19,12062.2,1410.47,3187.35
1995-08-04,384.0,282.21,238.66,12064.7,1410.47,3187.28
1995-08-07,384.1,284.46,239.57,12072.25,1410.72,3188.03
1995-08-08,384.5,285.47,239.93,12091.36,1412.19,3191.89
1995-08-09,384.4,285.6,240.23,12091.29,1411.79,3191.13
1995-08-10,384.05,287.85,241.77,12068.76,1410.65,3188.5
1995-08-11,383.55,289.19,243.17,12063.41,1408.74,3184.42
1995-08-14,383.5,289.55,243.33,12071.61,1408.52,3184.51
1995-08-15,386.35,299.15,248.74,12156.5,1419.02,3208.91
1995-08-16,382.0,295.23,246.08,12075.01,1403.09,3174.19
1995-08-17,384.35,297.61,249.73,12139.68,1411.68,3194.18
1995-08-18,384.5,296.41,248.87,12144.42,1412.19,3195.85
1995-08-21,384.7,296.8,249.59,12160.36,1412.93,3197.7
1995-08-22,384.05,298.44,249.76,12145.58,1410.58,3192.41
1995-08-23,382.75,296.35,248.07,12117.86,1405.76,3181.92
1995-08-24,384.0,297.46,249.11,12211.2,1410.39,3192.88
1995-08-25,383.1,296.79,248.11,12146.18,1407.09,3185.59
1995-08-28,383.1,295.14,246.87,12194.06,1407.09,3186.05
1995-08-29,383.0,296.44,247.56,12188.97,1406.68,3185.87
1995-08-30,381.65,295.68,247.19,12140.28,1401.65,3175.06
1995-08-31,382.35,294.95,246.83,12179.75,1404.22,3181.07
1995-09-01,381.5,293.97,245.73,12173.66,1401.25,3173.77
1995-09-04,379.7,292.78,244.55,12131.41,1394.6,3158.57
1995-09-05,379.4,292.11,243.61,12281.17,1393.54,3155.89
1995-09-06,380.05,294.98,245.53,12262.31,1395.88,3161.18
1995-09-07,381.45,295.3,245.87,12280.77,1401.07,3172.71
1995-09-08,382.4,296.59,246.96,12330.48,1404.55,3180.46
1995-09-11,382.1,295.2,246.79,12399.14,1403.45,3178.19
1995-09-12,383.1,295.94,246.65,12525.44,1407.01,3186.62
1995-09-13,384.9,300.24,248.47,12653.58,1413.66,3201.75
1995-09-14,385.1,300.15,248.9,13112.65,1414.47,3203.65
1995-09-15,385.0,299.74,247.96,12993.75,1414.18,3202.97
1995-09-18,385.4,300.09,249.53,13009.17,1415.5,3206.41
1995-09-19,384.85,299.6,249.05,13002.15,1413.59,3201.64
1995-09-20,384.5,296.47,247.73,13001.86,1412.19,3198.96
1995-09-21,383.4,291.04,244.5,12945.5,1408.19,3189.66
1995-09-22,383.5,288.2,242.66,12960.38,1408.56,3190.49
1995-09-25,382.75,289.62,243.55,13003.92,1405.88,3184.14
1995-09-26,383.8,291.54,244.63,13008.89,1409.66,3192.91
1995-09-27,383.75,289.18,244.29,13001.45,1409.32,3192.42
1995-09-28,383.5,288.35,242.41,13029.4,1408.56,3190.3
1995-09-29,384.0,288.98,242.62,13027.2,1410.35,3194.3
1995-10-02,383.25,289.33,241.49,12974.93,1407.68,3188.06
1995-10-03,382.2,290.5,241.8,12927.91,1403.71,3179.33
1995-10-04,382.5,290.0,241.83,12930.4,1404.73,3181.83
1995-10-05,383.25,289.94,242.18,12990.25,1407.6,3187.87
1995-10-06,383.05,290.48,242.31,12985.38,1406.86,3185.98
1995-10-09,384.5,288.74,242.63,13017.25,1412.08,3197.77
1995-10-10,385.1,290.11,244.11,13045.26,1414.39,3202.41
1995-10-11,384.5,290.38,244.42,13019.16,1412.08,3197.12
1995-10-12,384.45,289.37,244.5,13053.99,1412.05,3196.47
1995-10-13,383.8,290.13,244.09,13145.14,1409.66,3190.99
1995-10-16,383.85,288.78,243.51,13262.01,1409.92,3191.63
1995-10-17,383.4,288.28,243.62,13332.72,1408.19,3187.89
1995-10-18,383.65,289.62,244.41,13383.62,1408.99,3189.7
1995-10-19,381.75,286.45,242.92,13386.06,1402.13,3173.95
1995-10-20,381.75,284.22,242.23,13580.76,1402.13,3174.02
1995-10-23,382.55,283.47,241.97,13599.64,1405.03,3180.48
1995-10-24,382.5,283.5,241.86,13597.87,1404.92,3179.95
1995-10-25,382.65,284.65,242.26,13603.2,1405.47,3181.24
1995-10-26,382.9,285.81,243.26,13612.09,1406.35,3183.54
1995-10-27,382.6,284.39,242.14,13563.16,1405.25,3181.09
1995-10-30,382.15,284.82,242.32,13298.81,1403.64,3177.54
1995-10-31,382.65,285.63,242.51,13086.63,1405.51,3181.7
1995-11-01,381.95,286.26,241.97,13177.27,1402.71,3175.76
1995-11-02,382.05,286.35,241.65,13152.06,1403.19,3176.67
1995-11-03,382.55,286.16,242.14,13255.34,1405.03,3180.79
1995-11-06,382.2,285.74,241.9,13275.71,1403.82,3177.88
1995-11-07,384.8,287.97,243.84,13294.83,1413.25,3199.57
1995-11-08,384.8,287.66,243.51,13198.63,1413.25,3199.53
1995-11-09,385.0,287.99,243.9,13284.42,1414.14,3201.12
1995-11-10,389.4,290.76,247.19,13444.02,1430.3,3237.47
1995-11-13,388.3,291.08,249.13,13413.82,1426.26,3228.29
1995-11-14,385.85,288.3,246.71,13338.82,1417.26,3207.8
1995-11-15,385.3,285.85,247.32,13314.03,1415.09,3203.04
1995-11-16,385.2,286.75,247.51,13397.25,1414.84,3202.36
1995-11-17,386.35,287.01,248.92,13402.47,1419.06,3211.8
1995-11-20,386.3,288.21,249.82,13441.3,1418.88,3211.31
1995-11-21,386.3,287.32,247.79,13443.23,1418.76,3211.27
1995-11-22,384.35,285.87,246.17,13381.14,1411.49,3195.02
1995-11-23,382.8,285.52,244.94,13329.08,1405.98,3182.06
1995-11-24,383.45,286.41,245.68,13365.15,1408.37,3187.31
1995-11-27,384.6,290.12,247.86,13428.3,1412.63,3196.56
1995-11-28,388.9,293.02,251.49,13574.55,1428.43,3232.38
1995-11-29,388.5,293.44,253.27,13560.59,1426.88,3229.06
1995-11-30,387.8,294.55,253.55,13532.27,1424.39,3223.24
1995-12-01,386.2,293.72,252.29,13480.31,1418.43,3210.36
1995-12-04,385.9,292.83,251.66,13469.84,1417.45,3208.02
1995-12-05,386.55,292.33,250.92,13475.12,1419.8,3213.47
1995-12-06,388.4,294.59,252.17,13527.96,1426.55,3228.88
1995-12-07,387.8,293.76,252.18,13507.06,1424.35,3223.97
1995-12-08,388.8,295.43,254.56,13571.06,1428.06,3232.4
1995-12-11,389.6,295.82,254.03,13568.79,1430.88,3239.41
1995-12-12,388.8,295.99,253.89,13551.62,1428.06,3232.79
1995-12-13,387.6,295.59,252.93,13546.61,1423.5,3222.74
1995-12-14,385.7,292.57,250.59,13486.0,1416.68,3207.25
1995-12-15,386.2,292.86,250.88,13499.61,1418.51,3212.06
1995-12-18,387.2,291.93,251.67,13544.25,1422.22,3220.73
1995-12-19,388.1,293.14,251.47,13571.85,1425.41,3228.06
1995-12-20,387.6,293.77,252.02,13554.36,1423.69,3223.82
1995-12-21,388.05,293.29,252.14,13573.98,1425.35,3227.53
1995-12-22,388.05,293.22,251.74,13573.0,1425.35,3227.57
1995-12-25,388.05,293.22,251.74,13573.0,1425.35,3227.57
1995-12-26,388.05,291.93,249.55,13582.71,1425.31,3227.76
1995-12-27,387.05,290.62,248.04,13568.02,1421.52,3219.44
1995-12-28,387.0,290.69,248.68,13591.44,1421.41,3219.03
1995-12-29,387.0,290.67,249.27,13608.85,1421.41,3218.83
1996-01-01,387.0,290.67,249.27,13608.85,1421.41,3218.83
1996-01-02,389.15,292.06,249.98,13698.08,1429.35,3236.95
1996-01-03,393.4,296.26,253.63,13851.6,1444.76,3272.73
1996-01-04,394.25,300.02,254.51,13917.02,1448.12,3280.28
1996-01-05,395.9,298.09,254.98,14022.77,1454.1,3294.05
1996-01-08,396.6,298.95,255.9,14198.27,1456.75,3300.31
1996-01-09,394.55,297.84,255.3,14146.58,1449.22,3283.21
1996-01-10,400.0,301.11,258.91,14300.0,1469.04,3328.32
1996-01-11,399.0,300.22,258.3,14282.2,1465.53,3319.84
1996-01-12,399.6,301.18,258.28,14275.7,1467.73,3324.83
1996-01-15,395.55,299.03,255.91,14170.57,1452.85,3291.21
1996-01-16,397.6,302.55,258.43,14271.84,1460.38,3308.19
1996-01-17,397.7,304.03,259.85,14247.6,1460.75,3308.94
1996-01-18,397.5,304.75,261.2,14264.28,1460.06,3306.84
1996-01-19,399.1,307.46,264.22,14325.68,1465.85,3319.63
1996-01-22,402.2,309.64,265.5,14410.82,1477.28,3345.26
1996-01-23,403.65,311.42,266.61,14428.46,1482.61,3357.16
1996-01-24,402.5,310.99,266.03,14419.56,1478.22,3347.31
1996-01-25,406.6,313.82,268.44,14641.65,1493.4,3381.57
1996-01-26,406.5,316.65,270.47,14621.8,1492.99,3380.33
1996-01-29,404.5,314.15,268.25,14539.74,1485.65,3363.42
1996-01-30,406.55,316.31,270.26,14670.34,1493.22,3380.34
1996-01-31,405.55,314.78,268.4,14776.21,1489.54,3371.66
1996-02-01,409.1,317.8,270.37,14966.91,1502.58,3400.93
1996-02-02,414.5,321.07,272.9,15232.88,1522.37,3445.61
1996-02-05,414.8,318.08,270.63,15720.9,1523.35,3448.27
1996-02-06,412.3,316.52,267.67,15543.7,1514.34,3427.04
1996-02-07,414.2,318.97,269.34,15428.95,1521.15,3442.46
1996-02-08,407.9,314.06,265.4,15145.32,1498.17,3389.65
1996-02-09,408.0,314.02,266.33,15055.19,1498.58,3390.24
1996-02-12,404.5,310.66,264.23,14944.24,1485.73,3361.07
1996-02-13,403.2,310.63,262.95,14811.54,1480.95,3350.75
1996-02-14,403.1,309.56,262.02,14711.13,1480.38,3349.76
1996-02-15,404.6,311.42,263.13,14769.91,1485.89,3362.71
1996-02-16,404.85,309.72,261.49,14777.02,1486.89,3365.76
1996-02-19,405.35,307.1,262.01,14795.27,1488.73,3370.57
1996-02-20,402.2,306.48,260.43,14698.4,1477.16,3344.37
1996-02-21,396.8,301.52,256.91,14514.93,1457.33,3299.47
1996-02-22,399.65,303.51,258.96,14613.19,1467.79,3323.17
1996-02-23,398.25,301.93,258.55,14438.55,1462.65,3311.53
1996-02-26,399.0,301.71,259.1,14322.1,1465.45,3318.44
1996-02-27,399.5,302.68,259.58,14200.23,1467.28,3323.68
1996-02-28,397.55,302.35,258.98,13979.83,1460.16,3307.89
1996-02-29,400.65,306.5,261.71,13892.53,1471.47,3333.85
1996-03-01,398.35,305.88,260.63,13762.98,1463.14,3314.71
1996-03-04,393.7,302.1,257.62,13505.87,1446.06,3275.9
1996-03-05,393.6,302.58,257.63,13309.57,1445.69,3275.14
1996-03-06,393.6,301.96,257.36,13409.94,1445.57,3275.66
1996-03-07,393.9,302.81,257.48,13392.6,1446.71,3278.39
1996-03-08,396.8,306.0,260.0,13513.01,1457.37,3302.92
1996-03-11,395.75,305.03,259.65,13460.45,1453.51,3295.13
1996-03-12,396.25,304.89,260.72,13434.86,1455.39,3300.72
1996-03-13,396.5,304.01,260.27,13447.49,1456.11,3304.75
1996-03-14,395.5,303.15,259.44,13466.77,1452.59,3295.82
1996-03-15,395.7,304.25,259.68,13584.37,1453.33,3296.85
1996-03-18,394.0,302.27,257.24,13715.14,1447.12,3283.08
1996-03-19,395.1,303.18,257.86,13887.75,1451.24,3292.37
1996-03-20,394.9,303.38,257.03,13920.22,1450.27,3290.31
1996-03-21,395.8,303.83,257.46,13754.04,1453.81,3297.72
1996-03-22,397.7,305.43,259.12,13740.53,1460.71,3314.15
1996-03-25,397.9,305.7,260.91,13578.33,1461.41,3316.46
1996-03-26,399.9,307.3,262.72,13576.6,1468.91,3332.85
1996-03-27,400.35,309.8,263.67,13732.0,1470.52,3336.24
1996-03-28,398.7,306.76,261.74,13575.73,1464.46,3323.36
1996-03-29,396.35,304.48,259.65,13515.52,1455.67,3303.1
1996-04-01,394.2,303.74,258.43,13422.5,1447.78,3285.22
1996-04-02,394.35,303.53,258.71,13388.18,1448.33,3286.47
1996-04-03,394.65,303.15,258.64,13477.29,1449.47,3288.82
1996-04-04,393.75,302.5,257.77,13426.87,1446.24,3280.92
1996-04-05,393.75,302.93,257.56,13436.72,1446.16,3280.37
1996-04-08,393.75,302.12,257.24,13426.87,1446.24,3280.41
1996-04-09,396.3,306.53,259.87,13513.81,1455.61,3301.77
1996-04-10,394.55,306.52,260.18,13454.14,1449.02,3287.31
1996-04-11,394.3,306.48,260.49,13485.05,1448.26,3285.46
1996-04-12,394.75,307.37,261.2,13480.7,1449.92,3289.14
1996-04-15,393.2,307.03,260.79,13435.64,1444.18,3276.18
1996-04-16,393.5,307.31,260.91,13465.56,1445.29,3278.52
1996-04-17,391.1,305.14,259.27,13375.61,1436.27,3258.33
1996-04-18,390.5,305.22,259.04,13282.86,1434.31,3253.22
1996-04-19,390.9,304.38,257.57,13368.78,1435.77,3256.43
1996-04-22,391.0,305.27,258.73,13372.2,1436.06,3257.03
1996-04-23,391.75,306.18,258.69,13388.05,1438.82,3263.36
1996-04-24,390.8,306.13,258.33,13345.81,1435.33,3255.4
1996-04-25,393.3,309.42,260.23,13470.52,1444.55,3276.23
1996-04-26,391.9,308.23,259.55,13402.98,1439.41,3264.53
1996-04-29,390.85,306.29,259.06,13359.24,1435.55,3256.01
1996-04-30,391.3,308.65,260.77,13597.67,1437.2,3259.57
1996-05-01,392.3,309.52,262.15,13593.18,1440.76,3267.9
1996-05-02,392.4,309.44,261.7,13577.03,1441.28,3268.73
1996-05-03,394.0,309.94,262.23,13612.7,1447.16,3282.02
1996-05-06,394.0,309.55,261.53,13593.0,1447.16,3282.02
1996-05-07,393.7,308.42,260.5,13582.65,1446.06,3279.52
1996-05-08,394.8,308.85,260.4,13640.33,1449.98,3288.68
1996-05-09,392.7,307.27,257.82,13705.22,1442.39,3271.23
1996-05-10,393.2,308.81,258.25,13801.31,1444.22,3275.43
1996-05-13,391.0,308.11,258.24,13743.64,1436.1,3257.11
1996-05-14,390.7,308.5,257.84,13615.88,1435.04,3254.53
1996-05-15,392.2,309.18,259.2,13589.72,1440.43,3267.06
1996-05-16,391.9,309.48,259.25,13598.93,1439.45,3264.53
1996-05-17,391.95,307.46,258.6,13659.45,1439.63,3264.67
1996-05-20,390.85,307.98,258.47,13601.57,1435.59,3255.15
1996-05-21,391.0,309.39,258.33,13645.89,1436.18,3255.97
1996-05-22,390.8,308.98,258.78,13638.9,1435.25,3254.27
1996-05-23,391.4,309.7,258.76,13679.43,1437.69,3259.07
1996-05-24,390.85,309.42,258.35,13718.82,1435.67,3254.49
1996-05-27,390.85,309.42,258.35,13718.82,1435.67,3254.49
1996-05-28,392.0,311.26,259.2,13784.67,1439.74,3263.32
1996-05-29,391.0,310.15,257.36,13724.09,1435.95,3255.54
1996-05-30,391.3,308.31,254.99,13711.14,1437.32,3258.08
1996-05-31,390.55,307.01,252.07,13680.96,1434.57,3251.52
1996-06-03,390.7,306.62,252.18,13645.19,1435.0,3252.73
1996-06-04,389.7,306.72,251.44,13600.52,1431.33,3244.21
1996-06-05,387.65,304.92,250.4,13509.59,1423.68,3226.76
1996-06-06,384.85,303.01,249.76,13396.62,1413.51,3203.26
1996-06-07,386.6,305.06,250.76,13453.67,1419.94,3217.94
1996-06-10,385.65,304.55,251.84,13420.61,1416.49,3209.92
1996-06-11,384.9,303.86,250.67,13413.75,1413.74,3203.71
1996-06-12,384.8,303.87,250.77,13410.26,1413.22,3202.65
1996-06-13,384.7,303.78,251.52,13426.02,1413.0,3201.51
1996-06-14,384.1,301.23,249.91,13405.08,1410.8,3196.36
1996-06-17,385.0,300.78,249.15,13436.49,1414.14,3204.05
1996-06-18,384.85,300.2,249.3,13450.5,1413.55,3202.87
1996-06-19,386.3,302.03,250.23,13481.85,1418.76,3214.71
1996-06-20,384.4,301.04,249.35,13415.55,1411.9,3198.67
1996-06-21,383.2,300.87,248.81,13354.51,1407.49,3188.34
1996-06-24,384.2,302.08,249.5,13408.57,1411.09,3196.58
1996-06-25,385.1,302.7,249.92,13439.98,1414.39,3204.26
1996-06-26,383.8,301.03,248.82,13394.61,1409.54,3193.44
1996-06-27,382.95,299.26,247.71,13479.84,1406.57,3186.53
1996-06-28,382.0,298.59,245.86,13457.86,1403.09,3179.04
1996-07-01,381.55,298.48,245.25,13316.08,1401.47,3175.14
1996-07-02,381.95,299.39,245.45,13349.15,1402.71,3178.24
1996-07-03,381.95,299.06,245.0,13349.15,1402.9,3177.86
1996-07-04,381.0,297.79,244.19,13369.29,1399.41,3170.0
1996-07-05,381.5,298.96,245.33,13352.5,1401.25,3174.08
1996-07-08,381.9,299.53,245.71,13461.97,1402.72,3176.91
1996-07-09,382.9,299.53,246.76,13478.08,1406.39,3184.65
1996-07-10,383.0,299.86,246.55,13500.75,1406.68,3185.07
1996-07-11,382.7,299.08,246.0,13547.57,1405.7,3182.53
1996-07-12,383.6,299.94,247.12,13579.43,1409.0,3189.98
1996-07-15,382.75,298.91,246.83,13606.76,1405.84,3183.14
1996-07-16,384.25,295.43,246.69,13736.94,1411.35,3195.08
1996-07-17,383.4,293.98,247.6,13725.71,1408.15,3188.05
1996-07-18,384.0,295.14,248.47,13747.2,1410.43,3192.84
1996-07-19,384.5,294.62,248.49,13688.19,1412.27,3197.19
1996-07-22,384.85,294.32,248.31,13681.41,1413.55,3199.64
1996-07-23,385.1,295.36,248.31,13709.55,1414.39,3201.41
1996-07-24,384.4,294.67,247.34,13665.41,1411.75,3195.52
1996-07-25,384.8,293.67,247.13,13718.1,1413.37,3198.73
1996-07-26,385.2,294.89,247.69,13713.11,1414.84,3201.55
1996-07-29,384.5,294.22,246.8,13707.42,1412.27,3195.62
1996-07-30,384.8,294.04,247.25,13698.86,1413.37,3198.03
1996-07-31,385.3,293.51,247.45,13697.4,1415.01,3202.11
1996-08-01,386.25,294.05,248.05,13711.88,1418.5,3209.93
1996-08-02,386.35,294.92,250.5,13696.1,1418.87,3210.72
1996-08-05,389.75,298.07,252.45,13875.09,1431.51,3238.82
1996-08-06,388.5,297.51,252.68,13830.59,1426.92,3228.36
1996-08-07,388.0,297.35,251.62,13754.6,1425.12,3224.09
1996-08-08,387.6,297.16,250.13,13856.69,1423.65,3220.76
1996-08-09,387.5,296.39,250.08,13833.75,1423.29,3219.74
1996-08-12,387.15,295.53,249.47,13782.53,1422.0,3216.67
1996-08-13,387.6,296.16,249.9,13798.55,1423.65,3220.18
1996-08-14,386.7,296.33,249.4,13766.51,1420.16,3212.47
1996-08-15,386.2,296.09,249.06,13748.71,1418.47,3208.24
1996-08-16,386.2,297.45,249.43,13748.71,1418.47,3208.12
1996-08-19,386.4,296.82,250.02,13755.83,1419.21,3209.67
1996-08-20,387.1,297.45,250.19,13780.75,1421.78,3215.44
1996-08-21,386.8,296.08,249.45,13750.73,1420.68,3213.18
1996-08-22,387.0,298.39,249.91,13777.19,1421.26,3214.77
1996-08-23,387.0,296.9,249.0,13777.19,1421.26,3214.85
1996-08-26,387.0,295.36,248.56,13796.54,1421.26,3214.85
1996-08-27,388.8,296.82,249.93,13880.15,1427.87,3229.72
1996-08-28,388.5,296.42,249.15,13869.45,1426.57,3227.11
1996-08-29,388.0,296.75,249.14,13832.19,1425.08,3222.88
1996-08-30,386.45,294.9,247.25,13784.67,1419.39,3209.97
1996-09-02,386.55,296.52,247.87,13782.43,1419.72,3210.72
1996-09-03,387.5,296.93,247.15,13804.69,1423.21,3218.57
1996-09-04,385.6,295.25,246.32,13785.19,1416.31,3202.83
1996-09-05,386.0,295.73,246.2,13799.5,1417.78,3206.08
1996-09-06,385.4,295.7,246.53,13739.5,1415.57,3201.02
1996-09-09,384.6,295.46,246.55,13710.98,1412.6,3194.29
1996-09-10,383.1,297.2,246.11,13657.5,1407.13,3181.8
1996-09-11,383.5,297.98,246.67,13671.77,1408.52,3185.08
1996-09-12,382.1,297.43,245.68,13660.07,1403.45,3173.42
1996-09-13,382.8,298.0,246.27,13665.95,1406.02,3179.15
1996-09-16,382.8,297.23,245.89,13665.95,1406.02,3179.0
1996-09-17,383.45,298.37,246.58,13689.16,1408.37,3184.28
1996-09-18,383.0,297.15,245.44,13673.1,1406.61,3180.47
1996-09-19,382.75,297.83,246.8,13664.17,1405.46,3178.2
1996-09-20,381.75,296.86,245.48,13628.47,1401.79,3169.67
1996-09-23,381.0,295.86,244.72,13582.64,1399.41,3163.21
1996-09-24,382.3,296.86,245.38,13628.98,1404.15,3173.93
1996-09-25,382.4,296.15,244.42,13632.55,1404.55,3174.88
1996-09-26,380.45,296.71,243.51,13563.03,1397.39,3158.53
1996-09-27,380.7,297.18,243.47,13571.95,1397.93,3160.46
1996-09-30,379.0,296.14,242.42,13511.34,1392.07,3146.34
1996-10-01,378.65,295.97,242.01,13498.86,1390.78,3143.44
1996-10-02,380.3,297.22,242.62,13538.66,1396.8,3157.13
1996-10-03,378.85,296.59,241.91,13487.05,1391.14,3145.02
1996-10-04,380.7,298.13,243.56,13571.95,1397.93,3160.08
1996-10-07,380.1,297.45,243.07,13560.06,1395.73,3155.09
1996-10-08,380.85,297.63,243.63,13573.49,1398.86,3161.24
1996-10-09,381.35,298.45,243.75,13595.11,1400.62,3165.39
1996-10-10,381.75,298.93,243.74,13662.82,1402.13,3168.49
1996-10-11,380.75,298.44,241.7,13573.73,1398.11,3159.96
1996-10-14,380.9,298.22,241.15,13582.89,1399.01,3161.01
1996-10-15,381.0,300.19,240.79,13582.64,1399.03,3161.58
1996-10-16,381.5,300.42,240.73,13610.01,1401.1,3165.5
1996-10-17,380.6,300.84,239.9,13568.38,1397.94,3157.84
1996-10-18,380.0,300.01,238.84,13558.39,1395.74,3153.16
1996-10-21,381.0,299.69,239.55,13632.94,1399.41,3162.3
1996-10-22,383.35,301.28,239.97,13666.41,1407.78,3181.8
1996-10-23,383.5,299.51,240.23,13652.59,1408.4,3183.05
1996-10-24,383.0,298.96,240.68,13636.71,1406.76,3178.9
1996-10-25,382.55,298.43,238.49,13618.76,1404.84,3175.16
1996-10-28,382.9,298.19,237.52,13650.37,1406.39,3178.07
1996-10-29,381.7,295.7,237.07,13607.6,1401.72,3168.11
1996-10-30,379.7,293.51,232.61,13548.44,1394.49,3151.51
1996-10-31,379.5,294.25,233.05,13510.19,1393.71,3149.85
1996-11-01,377.6,293.49,230.59,13461.43,1386.74,3134.08
1996-11-04,378.7,293.86,229.95,13510.12,1391.0,3143.21
1996-11-05,379.3,294.89,230.47,13537.21,1392.98,3148.19
1996-11-06,378.0,293.75,230.25,13475.69,1388.2,3137.4
1996-11-07,378.6,292.92,229.92,13497.08,1390.56,3142.38
1996-11-08,378.15,292.26,229.92,13581.25,1388.91,3138.64
1996-11-11,380.5,292.84,231.13,13603.64,1397.58,3156.86
1996-11-12,381.9,293.93,231.92,13633.83,1402.72,3168.51
1996-11-13,383.6,296.52,232.03,13713.69,1408.77,3183.15
1996-11-14,383.0,296.42,230.25,13711.4,1406.57,3178.67
1996-11-15,379.25,293.3,227.58,13558.19,1392.8,3147.77
1996-11-18,379.1,292.03,226.8,13552.82,1392.43,3146.6
1996-11-19,378.2,291.6,225.75,13482.82,1389.13,3139.14
1996-11-20,379.1,290.85,226.02,13514.9,1391.37,3146.57
1996-11-21,377.0,289.56,223.1,13458.9,1384.68,3129.51
1996-11-22,377.0,290.24,224.25,13458.9,1384.68,3129.74
1996-11-25,375.4,291.61,224.43,13401.78,1378.84,3116.46
1996-11-26,373.5,291.99,223.29,13352.63,1371.79,3100.5
1996-11-27,373.0,291.17,222.87,13323.55,1369.84,3096.27
1996-11-28,372.65,291.77,221.78,13311.79,1368.71,3093.25
1996-11-29,371.3,291.75,220.97,13262.82,1363.75,3082.23
1996-12-02,370.75,292.06,220.07,13241.33,1361.76,3077.67
1996-12-03,367.4,293.57,222.4,13116.18,1349.28,3049.82
1996-12-04,370.9,295.7,226.37,13280.06,1362.09,3078.95
1996-12-05,369.0,292.9,226.73,13212.04,1355.34,3063.18
1996-12-06,370.25,291.27,225.53,13255.69,1359.19,3073.15
1996-12-09,369.0,293.17,223.99,13243.41,1355.15,3062.55
1996-12-10,368.25,292.2,222.95,13212.81,1352.58,3056.25
1996-12-11,368.25,290.14,222.41,13264.36,1352.47,3056.18
1996-12-12,368.6,290.87,222.29,13227.2,1353.83,3059.19
1996-12-13,369.0,291.4,222.54,13228.64,1355.08,3062.33
1996-12-16,368.25,291.9,221.58,13198.08,1352.14,3055.96
1996-12-17,368.2,290.43,220.1,13181.55,1352.36,3055.43
1996-12-18,368.7,292.46,220.45,13227.11,1354.09,3059.44
1996-12-19,369.0,293.75,221.95,13228.64,1355.34,3061.78
1996-12-20,369.0,292.53,221.4,13224.96,1355.34,3061.59
1996-12-23,368.75,292.21,220.35,13212.31,1354.31,3059.78
1996-12-24,368.75,292.62,220.38,13192.02,1354.2,3059.89
1996-12-25,368.75,292.62,220.38,13192.02,1354.2,3059.89
1996-12-26,368.75,292.68,220.48,13192.02,1353.98,3059.78
1996-12-27,369.4,293.02,218.37,13224.51,1356.36,3065.35
1996-12-30,369.25,293.07,218.47,13263.46,1356.07,3064.11
